"","Participant","CategoryStructure","Manipulation","Trials","System","NegativeZ"
"3778",1889,"II","control",33,"Explicit",NA
"3779",1890,"RB","task",8,"Explicit",NA
"3780",1890,"II","task",33,"Explicit",NA
"3781",1891,"RB","control",12,"Explicit",NA
"3782",1891,"II","control",92,"Explicit",NA
"3783",1892,"RB","task",116,"Explicit",1
"3784",1892,"II","task",78,"Explicit",NA
"3785",1893,"RB","control",24,"Explicit",NA
"3786",1893,"II","control",20,"Explicit",NA
"3787",1894,"RB","task",8,"Explicit",NA
"3788",1894,"II","task",37,"Explicit",NA
"3789",1895,"RB","control",8,"Explicit",NA
"3790",1895,"II","control",68,"Explicit",NA
"3791",1896,"RB","task",140,"Explicit",1
"3792",1896,"II","task",41,"Explicit",NA
"3793",1897,"RB","control",8,"Explicit",NA
"3794",1897,"II","control",NA,NA,1
"3795",1898,"RB","task",142,"Procedural",1
"3796",1898,"II","task",19,"Explicit",NA
"3797",1899,"RB","control",15,"Explicit",NA
"3798",1899,"II","control",144,"Explicit",1
"3799",1900,"RB","task",50,"Explicit",1
"3800",1900,"II","task",91,"Explicit",1
"3801",1901,"RB","control",11,"Explicit",NA
"3802",1901,"II","control",31,"Explicit",NA
"3803",1902,"RB","task",8,"Explicit",NA
"3804",1902,"II","task",37,"Explicit",NA
"3805",1903,"RB","control",8,"Explicit",NA
"3806",1903,"II","control",108,"Explicit",NA
"3807",1904,"RB","task",NA,NA,1
"3808",1904,"II","task",9,"Explicit",NA
"3809",1905,"RB","control",15,"Explicit",NA
"3810",1905,"II","control",20,"Explicit",NA
"3811",1906,"RB","task",59,"Explicit",1
"3812",1906,"II","task",170,"Procedural",1
"3813",1907,"RB","control",8,"Explicit",NA
"3814",1907,"II","control",102,"Explicit",NA
"3815",1908,"RB","task",NA,NA,1
"3816",1908,"II","task",11,"Explicit",NA
"3817",1909,"RB","control",17,"Explicit",NA
"3818",1909,"II","control",20,"Explicit",NA
"3819",1910,"RB","task",138,"Explicit",1
"3820",1910,"II","task",190,"Explicit",1
"3821",1911,"RB","control",8,"Explicit",NA
"3822",1911,"II","control",84,"Explicit",NA
"3823",1912,"RB","task",48,"Explicit",1
"3824",1912,"II","task",88,"Explicit",1
"3825",1913,"RB","control",8,"Explicit",NA
"3826",1913,"II","control",86,"Explicit",NA
"3827",1914,"RB","task",18,"Explicit",NA
"3828",1914,"II","task",67,"Explicit",NA
"3829",1915,"RB","control",14,"Explicit",NA
"3830",1915,"II","control",49,"Explicit",NA
"3831",1916,"RB","task",35,"Explicit",NA
"3832",1916,"II","task",78,"Procedural",NA
"3833",1917,"RB","control",32,"Explicit",NA
"3834",1917,"II","control",24,"Explicit",NA
"3835",1918,"RB","task",174,"Explicit",1
"3836",1918,"II","task",51,"Explicit",NA
"3837",1919,"RB","control",8,"Explicit",NA
"3838",1919,"II","control",48,"Explicit",NA
"3839",1920,"RB","task",27,"Explicit",NA
"3840",1920,"II","task",13,"Explicit",NA
"3841",1921,"RB","control",15,"Explicit",NA
"3842",1921,"II","control",NA,NA,1
"3843",1922,"RB","task",18,"Explicit",NA
"3844",1922,"II","task",34,"Explicit",NA
"3845",1923,"RB","control",12,"Explicit",NA
"3846",1923,"II","control",107,"Explicit",NA
"3847",1924,"RB","task",8,"Explicit",NA
"3848",1924,"II","task",82,"Explicit",1
"3849",1925,"RB","control",10,"Explicit",NA
"3850",1925,"II","control",91,"Explicit",NA
"3851",1926,"RB","task",108,"Procedural",1
"3852",1926,"II","task",196,"Explicit",1
"3853",1927,"RB","control",17,"Explicit",NA
"3854",1927,"II","control",42,"Explicit",NA
"3855",1928,"RB","task",8,"Explicit",NA
"3856",1928,"II","task",40,"Explicit",NA
"3857",1929,"RB","control",14,"Explicit",NA
"3858",1929,"II","control",19,"Explicit",NA
"3859",1930,"RB","task",14,"Explicit",NA
"3860",1930,"II","task",9,"Explicit",NA
"3861",1931,"RB","control",9,"Explicit",NA
"3862",1931,"II","control",164,"Explicit",1
"3863",1932,"RB","task",179,"Explicit",1
"3864",1932,"II","task",25,"Explicit",NA
"3865",1933,"RB","control",16,"Explicit",NA
"3866",1933,"II","control",8,"Explicit",NA
"3867",1934,"RB","task",8,"Explicit",NA
"3868",1934,"II","task",35,"Explicit",NA
"3869",1935,"RB","control",8,"Explicit",NA
"3870",1935,"II","control",112,"Explicit",1
"3871",1936,"RB","task",45,"Explicit",1
"3872",1936,"II","task",13,"Explicit",NA
"3873",1937,"RB","control",11,"Explicit",NA
"3874",1937,"II","control",132,"Explicit",1
"3875",1938,"RB","task",8,"Explicit",NA
"3876",1938,"II","task",96,"Explicit",1
"3877",1939,"RB","control",16,"Explicit",NA
"3878",1939,"II","control",170,"Explicit",1
"3879",1940,"RB","task",8,"Explicit",NA
"3880",1940,"II","task",32,"Explicit",NA
"3881",1941,"RB","control",20,"Explicit",NA
"3882",1941,"II","control",134,"Explicit",NA
"3883",1942,"RB","task",154,"Procedural",1
"3884",1942,"II","task",83,"Explicit",NA
"3885",1943,"RB","control",8,"Explicit",NA
"3886",1943,"II","control",51,"Explicit",NA
"3887",1944,"RB","task",58,"Explicit",1
"3888",1944,"II","task",53,"Explicit",NA
"3889",1945,"RB","control",14,"Explicit",NA
"3890",1945,"II","control",133,"Explicit",NA
"3891",1946,"RB","task",106,"Explicit",1
"3892",1946,"II","task",27,"Explicit",NA
"3893",1947,"RB","control",10,"Explicit",NA
"3894",1947,"II","control",142,"Explicit",1
"3895",1948,"RB","task",8,"Explicit",NA
"3896",1948,"II","task",19,"Explicit",NA
"3897",1949,"RB","control",10,"Explicit",NA
"3898",1949,"II","control",31,"Explicit",NA
"3899",1950,"RB","task",8,"Explicit",NA
"3900",1950,"II","task",16,"Explicit",NA
"3901",1951,"RB","control",12,"Explicit",NA
"3902",1951,"II","control",86,"Explicit",NA
"3903",1952,"RB","task",8,"Explicit",NA
"3904",1952,"II","task",89,"Explicit",NA
"3905",1953,"RB","control",17,"Explicit",NA
"3906",1953,"II","control",55,"Explicit",NA
"3907",1954,"RB","task",8,"Explicit",NA
"3908",1954,"II","task",28,"Explicit",NA
"3909",1955,"RB","control",11,"Explicit",NA
"3910",1955,"II","control",143,"Explicit",NA
"3911",1956,"RB","task",20,"Explicit",NA
"3912",1956,"II","task",20,"Explicit",NA
"3913",1957,"RB","control",20,"Explicit",NA
"3914",1957,"II","control",117,"Explicit",NA
"3915",1958,"RB","task",13,"Explicit",NA
"3916",1958,"II","task",20,"Explicit",NA
"3917",1959,"RB","control",20,"Explicit",NA
"3918",1959,"II","control",8,"Explicit",NA
"3919",1960,"RB","task",66,"Procedural",1
"3920",1960,"II","task",163,"Procedural",1
"3921",1961,"RB","control",13,"Explicit",NA
"3922",1961,"II","control",37,"Explicit",NA
"3923",1962,"RB","task",105,"Explicit",1
"3924",1962,"II","task",60,"Explicit",NA
"3925",1963,"RB","control",8,"Explicit",NA
"3926",1963,"II","control",193,"Explicit",1
"3927",1964,"RB","task",88,"Explicit",1
"3928",1964,"II","task",66,"Explicit",NA
"3929",1965,"RB","control",21,"Explicit",NA
"3930",1965,"II","control",84,"Explicit",NA
"3931",1966,"RB","task",42,"Explicit",1
"3932",1966,"II","task",164,"Procedural",1
"3933",1967,"RB","control",25,"Explicit",NA
"3934",1967,"II","control",34,"Explicit",NA
"3935",1968,"RB","task",52,"Explicit",1
"3936",1968,"II","task",68,"Explicit",NA
"3937",1969,"RB","control",14,"Explicit",NA
"3938",1969,"II","control",NA,NA,1
"3939",1970,"RB","task",69,"Explicit",1
"3940",1970,"II","task",35,"Explicit",NA
"3941",1971,"RB","control",13,"Explicit",NA
"3942",1971,"II","control",52,"Explicit",NA
"3943",1972,"RB","task",12,"Explicit",NA
"3944",1972,"II","task",16,"Explicit",NA
"3945",1973,"RB","control",10,"Explicit",NA
"3946",1973,"II","control",85,"Explicit",NA
"3947",1974,"RB","task",86,"Explicit",1
"3948",1974,"II","task",NA,NA,1
"3949",1975,"RB","control",15,"Explicit",NA
"3950",1975,"II","control",11,"Explicit",NA
"3951",1976,"RB","task",NA,NA,1
"3952",1976,"II","task",86,"Explicit",NA
"3953",1977,"RB","control",16,"Explicit",NA
"3954",1977,"II","control",41,"Explicit",NA
"3955",1978,"RB","task",100,"Procedural",1
"3956",1978,"II","task",165,"Explicit",1
"3957",1979,"RB","control",22,"Explicit",NA
"3958",1979,"II","control",168,"Explicit",NA
"3959",1980,"RB","task",17,"Explicit",NA
"3960",1980,"II","task",75,"Explicit",1
"3961",1981,"RB","control",21,"Explicit",NA
"3962",1981,"II","control",41,"Explicit",NA
"3963",1982,"RB","task",200,"Procedural",1
"3964",1982,"II","task",83,"Explicit",NA
"3965",1983,"RB","control",11,"Explicit",NA
"3966",1983,"II","control",8,"Explicit",NA
"3967",1984,"RB","task",88,"Explicit",1
"3968",1984,"II","task",70,"Explicit",NA
"3969",1985,"RB","control",9,"Explicit",NA
"3970",1985,"II","control",19,"Explicit",NA
"3971",1986,"RB","task",NA,NA,1
"3972",1986,"II","task",20,"Explicit",NA
"3973",1987,"RB","control",13,"Explicit",NA
"3974",1987,"II","control",8,"Explicit",NA
"3975",1988,"RB","task",114,"Explicit",1
"3976",1988,"II","task",20,"Explicit",NA
"3977",1989,"RB","control",39,"Explicit",NA
"3978",1989,"II","control",102,"Explicit",NA
"3979",1990,"RB","task",57,"Explicit",1
"3980",1990,"II","task",14,"Explicit",NA
"3981",1991,"RB","control",14,"Explicit",NA
"3982",1991,"II","control",13,"Explicit",NA
"3983",1992,"RB","task",NA,NA,1
"3984",1992,"II","task",14,"Explicit",NA
"3985",1993,"RB","control",8,"Explicit",NA
"3986",1993,"II","control",22,"Explicit",NA
"3987",1994,"RB","task",120,"Explicit",1
"3988",1994,"II","task",164,"Procedural",1
"3989",1995,"RB","control",20,"Explicit",NA
"3990",1995,"II","control",117,"Explicit",1
"3991",1996,"RB","task",38,"Explicit",NA
"3992",1996,"II","task",19,"Explicit",NA
"3993",1997,"RB","control",19,"Explicit",NA
"3994",1997,"II","control",38,"Explicit",NA
"3995",1998,"RB","task",NA,NA,1
"3996",1998,"II","task",34,"Explicit",NA
"3997",1999,"RB","control",11,"Explicit",NA
"3998",1999,"II","control",58,"Explicit",NA
"3999",2000,"RB","task",56,"Explicit",1
"4000",2000,"II","task",28,"Explicit",NA
"4001",2001,"RB","control",13,"Explicit",NA
"4002",2001,"II","control",61,"Explicit",NA
"4003",2002,"RB","task",108,"Explicit",1
"4004",2002,"II","task",21,"Explicit",NA
"4005",2003,"RB","control",32,"Explicit",NA
"4006",2003,"II","control",46,"Explicit",NA
"4007",2004,"RB","task",19,"Explicit",NA
"4008",2004,"II","task",102,"Explicit",1
"4009",2005,"RB","control",26,"Explicit",NA
"4010",2005,"II","control",51,"Explicit",NA
"4011",2006,"RB","task",94,"Procedural",1
"4012",2006,"II","task",161,"Explicit",1
"4013",2007,"RB","control",8,"Explicit",NA
"4014",2007,"II","control",15,"Explicit",NA
"4015",2008,"RB","task",8,"Explicit",NA
"4016",2008,"II","task",65,"Explicit",NA
"4017",2009,"RB","control",8,"Explicit",NA
"4018",2009,"II","control",105,"Explicit",1
"4019",2010,"RB","task",76,"Explicit",1
"4020",2010,"II","task",25,"Explicit",NA
"4021",2011,"RB","control",25,"Explicit",NA
"4022",2011,"II","control",15,"Explicit",NA
"4023",2012,"RB","task",78,"Explicit",1
"4024",2012,"II","task",65,"Explicit",NA
"4025",2013,"RB","control",19,"Explicit",NA
"4026",2013,"II","control",33,"Explicit",NA
"4027",2014,"RB","task",8,"Explicit",NA
"4028",2014,"II","task",161,"Explicit",1
"4029",2015,"RB","control",19,"Explicit",NA
"4030",2015,"II","control",67,"Explicit",NA
"4031",2016,"RB","task",8,"Explicit",NA
"4032",2016,"II","task",33,"Explicit",NA
"4033",2017,"RB","control",19,"Explicit",NA
"4034",2017,"II","control",NA,NA,1
"4035",2018,"RB","task",38,"Explicit",1
"4036",2018,"II","task",72,"Explicit",NA
"4037",2019,"RB","control",8,"Explicit",NA
"4038",2019,"II","control",18,"Explicit",NA
"4039",2020,"RB","task",167,"Explicit",1
"4040",2020,"II","task",117,"Procedural",1
"4041",2021,"RB","control",8,"Explicit",NA
"4042",2021,"II","control",8,"Explicit",NA
"4043",2022,"RB","task",8,"Explicit",NA
"4044",2022,"II","task",64,"Explicit",NA
"4045",2023,"RB","control",10,"Explicit",NA
"4046",2023,"II","control",41,"Explicit",NA
"4047",2024,"RB","task",8,"Explicit",NA
"4048",2024,"II","task",44,"Explicit",NA
"4049",2025,"RB","control",8,"Explicit",NA
"4050",2025,"II","control",77,"Explicit",NA
"4051",2026,"RB","task",8,"Explicit",NA
"4052",2026,"II","task",127,"Explicit",1
"4053",2027,"RB","control",8,"Explicit",NA
"4054",2027,"II","control",35,"Explicit",NA
"4055",2028,"RB","task",NA,NA,1
"4056",2028,"II","task",58,"Explicit",NA
"4057",2029,"RB","control",27,"Explicit",NA
"4058",2029,"II","control",22,"Explicit",NA
"4059",2030,"RB","task",62,"Explicit",1
"4060",2030,"II","task",16,"Explicit",NA
"4061",2031,"RB","control",22,"Explicit",NA
"4062",2031,"II","control",33,"Explicit",NA
"4063",2032,"RB","task",127,"Procedural",1
"4064",2032,"II","task",NA,NA,1
"4065",2033,"RB","control",10,"Explicit",NA
"4066",2033,"II","control",73,"Explicit",NA
"4067",2034,"RB","task",83,"Procedural",1
"4068",2034,"II","task",189,"Explicit",1
"4069",2035,"RB","control",11,"Explicit",NA
"4070",2035,"II","control",84,"Explicit",NA
"4071",2036,"RB","task",8,"Explicit",NA
"4072",2036,"II","task",170,"Procedural",1
"4073",2037,"RB","control",18,"Explicit",NA
"4074",2037,"II","control",NA,NA,1
"4075",2038,"RB","task",49,"Explicit",1
"4076",2038,"II","task",8,"Explicit",NA
"4077",2039,"RB","control",8,"Explicit",NA
"4078",2039,"II","control",NA,NA,1
"4079",2040,"RB","task",8,"Explicit",NA
"4080",2040,"II","task",13,"Explicit",NA
"4081",2041,"RB","control",8,"Explicit",NA
"4082",2041,"II","control",44,"Explicit",NA
"4083",2042,"RB","task",8,"Explicit",NA
"4084",2042,"II","task",180,"Explicit",1
"4085",2043,"RB","control",14,"Explicit",NA
"4086",2043,"II","control",80,"Explicit",1
"4087",2044,"RB","task",12,"Explicit",NA
"4088",2044,"II","task",18,"Explicit",NA
"4089",2045,"RB","control",11,"Explicit",NA
"4090",2045,"II","control",51,"Explicit",NA
"4091",2046,"RB","task",8,"Explicit",NA
"4092",2046,"II","task",35,"Explicit",NA
"4093",2047,"RB","control",19,"Explicit",NA
"4094",2047,"II","control",24,"Explicit",NA
"4095",2048,"RB","task",95,"Procedural",1
"4096",2048,"II","task",NA,NA,1
"4097",2049,"RB","control",16,"Explicit",NA
"4098",2049,"II","control",182,"Explicit",1
"4099",2050,"RB","task",74,"Explicit",1
"4100",2050,"II","task",29,"Explicit",NA
"4101",2051,"RB","control",8,"Explicit",NA
"4102",2051,"II","control",18,"Explicit",NA
"4103",2052,"RB","task",107,"Explicit",1
"4104",2052,"II","task",42,"Explicit",NA
"4105",2053,"RB","control",19,"Explicit",NA
"4106",2053,"II","control",20,"Explicit",NA
"4107",2054,"RB","task",14,"Explicit",NA
"4108",2054,"II","task",NA,NA,1
"4109",2055,"RB","control",14,"Explicit",NA
"4110",2055,"II","control",72,"Explicit",NA
"4111",2056,"RB","task",NA,NA,1
"4112",2056,"II","task",15,"Explicit",NA
"4113",2057,"RB","control",21,"Explicit",NA
"4114",2057,"II","control",53,"Explicit",NA
"4115",2058,"RB","task",19,"Explicit",NA
"4116",2058,"II","task",74,"Explicit",1
"4117",2059,"RB","control",9,"Explicit",NA
"4118",2059,"II","control",34,"Explicit",NA
"4119",2060,"RB","task",109,"Explicit",1
"4120",2060,"II","task",29,"Explicit",NA
"4121",2061,"RB","control",10,"Explicit",NA
"4122",2061,"II","control",54,"Explicit",NA
"4123",2062,"RB","task",108,"Procedural",1
"4124",2062,"II","task",125,"Explicit",1
"4125",2063,"RB","control",16,"Explicit",NA
"4126",2063,"II","control",183,"Explicit",1
"4127",2064,"RB","task",99,"Explicit",1
"4128",2064,"II","task",52,"Explicit",NA
"4129",2065,"RB","control",10,"Explicit",NA
"4130",2065,"II","control",9,"Explicit",NA
"4131",2066,"RB","task",42,"Explicit",1
"4132",2066,"II","task",67,"Explicit",NA
"4133",2067,"RB","control",12,"Explicit",NA
"4134",2067,"II","control",151,"Explicit",NA
"4135",2068,"RB","task",43,"Explicit",NA
"4136",2068,"II","task",106,"Explicit",1
"4137",2069,"RB","control",8,"Explicit",NA
"4138",2069,"II","control",143,"Explicit",1
"4139",2070,"RB","task",8,"Explicit",NA
"4140",2070,"II","task",22,"Explicit",NA
"4141",2071,"RB","control",8,"Explicit",NA
"4142",2071,"II","control",30,"Explicit",NA
"4143",2072,"RB","task",142,"Explicit",1
"4144",2072,"II","task",73,"Explicit",NA
"4145",2073,"RB","control",8,"Explicit",NA
"4146",2073,"II","control",25,"Explicit",NA
"4147",2074,"RB","task",9,"Explicit",NA
"4148",2074,"II","task",23,"Explicit",NA
"4149",2075,"RB","control",20,"Explicit",NA
"4150",2075,"II","control",137,"Explicit",NA
"4151",2076,"RB","task",NA,NA,1
"4152",2076,"II","task",77,"Explicit",1
"4153",2077,"RB","control",9,"Explicit",NA
"4154",2077,"II","control",66,"Explicit",NA
"4155",2078,"RB","task",8,"Explicit",NA
"4156",2078,"II","task",NA,NA,1
"4157",2079,"RB","control",12,"Explicit",NA
"4158",2079,"II","control",70,"Explicit",NA
"4159",2080,"RB","task",8,"Explicit",NA
"4160",2080,"II","task",9,"Explicit",NA
"4161",2081,"RB","control",10,"Explicit",NA
"4162",2081,"II","control",122,"Explicit",NA
"4163",2082,"RB","task",17,"Explicit",NA
"4164",2082,"II","task",64,"Explicit",NA
"4165",2083,"RB","control",8,"Explicit",NA
"4166",2083,"II","control",84,"Explicit",NA
"4167",2084,"RB","task",84,"Explicit",1
"4168",2084,"II","task",108,"Explicit",1
"4169",2085,"RB","control",38,"Explicit",NA
"4170",2085,"II","control",60,"Explicit",NA
"4171",2086,"RB","task",14,"Explicit",NA
"4172",2086,"II","task",35,"Explicit",NA
"4173",2087,"RB","control",10,"Explicit",NA
"4174",2087,"II","control",22,"Explicit",NA
"4175",2088,"RB","task",NA,NA,1
"4176",2088,"II","task",30,"Explicit",NA
"4177",2089,"RB","control",18,"Explicit",NA
"4178",2089,"II","control",NA,NA,1
"4179",2090,"RB","task",25,"Explicit",NA
"4180",2090,"II","task",38,"Explicit",NA
"4181",2091,"RB","control",8,"Explicit",NA
"4182",2091,"II","control",22,"Explicit",NA
"4183",2092,"RB","task",55,"Explicit",1
"4184",2092,"II","task",87,"Explicit",1
"4185",2093,"RB","control",14,"Explicit",NA
"4186",2093,"II","control",8,"Explicit",NA
"4187",2094,"RB","task",18,"Explicit",NA
"4188",2094,"II","task",74,"Explicit",NA
"4189",2095,"RB","control",22,"Explicit",NA
"4190",2095,"II","control",131,"Explicit",1
"4191",2096,"RB","task",8,"Explicit",NA
"4192",2096,"II","task",50,"Explicit",NA
"4193",2097,"RB","control",17,"Explicit",NA
"4194",2097,"II","control",92,"Explicit",1
"4195",2098,"RB","task",8,"Explicit",NA
"4196",2098,"II","task",9,"Explicit",NA
"4197",2099,"RB","control",12,"Explicit",NA
"4198",2099,"II","control",50,"Explicit",NA
"4199",2100,"RB","task",8,"Explicit",NA
"4200",2100,"II","task",61,"Explicit",NA
"4201",2101,"RB","control",8,"Explicit",NA
"4202",2101,"II","control",NA,NA,1
"4203",2102,"RB","task",72,"Explicit",1
"4204",2102,"II","task",75,"Explicit",NA
"4205",2103,"RB","control",28,"Explicit",NA
"4206",2103,"II","control",114,"Explicit",NA
"4207",2104,"RB","task",35,"Explicit",NA
"4208",2104,"II","task",49,"Explicit",1
"4209",2105,"RB","control",13,"Explicit",NA
"4210",2105,"II","control",109,"Explicit",NA
"4211",2106,"RB","task",8,"Explicit",NA
"4212",2106,"II","task",52,"Explicit",NA
"4213",2107,"RB","control",8,"Explicit",NA
"4214",2107,"II","control",173,"Explicit",1
"4215",2108,"RB","task",NA,NA,1
"4216",2108,"II","task",18,"Explicit",NA
"4217",2109,"RB","control",20,"Explicit",NA
"4218",2109,"II","control",118,"Explicit",NA
"4219",2110,"RB","task",27,"Explicit",NA
"4220",2110,"II","task",48,"Explicit",1
"4221",2111,"RB","control",11,"Explicit",NA
"4222",2111,"II","control",57,"Explicit",NA
"4223",2112,"RB","task",NA,NA,1
"4224",2112,"II","task",94,"Explicit",NA
"4225",2113,"RB","control",20,"Explicit",NA
"4226",2113,"II","control",30,"Explicit",NA
"4227",2114,"RB","task",75,"Explicit",1
"4228",2114,"II","task",73,"Explicit",NA
"4229",2115,"RB","control",9,"Explicit",NA
"4230",2115,"II","control",56,"Explicit",NA
"4231",2116,"RB","task",107,"Explicit",1
"4232",2116,"II","task",NA,NA,1
"4233",2117,"RB","control",16,"Explicit",NA
"4234",2117,"II","control",20,"Explicit",NA
"4235",2118,"RB","task",9,"Explicit",NA
"4236",2118,"II","task",19,"Explicit",NA
"4237",2119,"RB","control",10,"Explicit",NA
"4238",2119,"II","control",63,"Explicit",NA
"4239",2120,"RB","task",8,"Explicit",NA
"4240",2120,"II","task",50,"Explicit",NA
"4241",2121,"RB","control",19,"Explicit",NA
"4242",2121,"II","control",39,"Explicit",NA
"4243",2122,"RB","task",NA,NA,1
"4244",2122,"II","task",113,"Explicit",1
"4245",2123,"RB","control",21,"Explicit",NA
"4246",2123,"II","control",14,"Explicit",NA
"4247",2124,"RB","task",8,"Explicit",NA
"4248",2124,"II","task",16,"Explicit",NA
"4249",2125,"RB","control",10,"Explicit",NA
